# Photoabsorption spectrum from real-time propagation
# GPAW version: 19.8.1
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [1e-05, 0, 0]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
   14.250000     1.1197171294e-02    -0.0000000000e+00    -0.0000000000e+00
   14.300000     1.3400971229e-02     0.0000000000e+00    -0.0000000000e+00
   14.350000     1.3998663143e-02     0.0000000000e+00    -0.0000000000e+00
   14.400000     1.2877337646e-02     0.0000000000e+00    -0.0000000000e+00
   14.450000     1.0863576999e-02     0.0000000000e+00    -0.0000000000e+00
   14.500000     8.5932858959e-03     0.0000000000e+00     0.0000000000e+00
   14.550000     8.8085919347e-03     0.0000000000e+00     0.0000000000e+00
   14.600000     1.1491988619e-02     0.0000000000e+00     0.0000000000e+00
   14.650000     1.4352720926e-02    -0.0000000000e+00     0.0000000000e+00
   14.700000     1.6939505918e-02     0.0000000000e+00     0.0000000000e+00
   14.750000     2.1110239704e-02     0.0000000000e+00     0.0000000000e+00
   14.800000     2.5004506661e-02     0.0000000000e+00     0.0000000000e+00
   14.850000     2.3246295156e-02    -0.0000000000e+00    -0.0000000000e+00
   14.900000     1.5696786985e-02    -0.0000000000e+00     0.0000000000e+00
   14.950000     9.2396873592e-03    -0.0000000000e+00     0.0000000000e+00
   15.000000     8.6286452474e-03    -0.0000000000e+00     0.0000000000e+00
   15.050000     1.0864336112e-02    -0.0000000000e+00     0.0000000000e+00
   15.100000     1.2271469989e-02    -0.0000000000e+00     0.0000000000e+00
   15.150000     1.1803204156e-02    -0.0000000000e+00     0.0000000000e+00
   15.200000     1.1569697529e-02    -0.0000000000e+00     0.0000000000e+00
   15.250000     1.2466636207e-02     0.0000000000e+00     0.0000000000e+00
   15.300000     1.3598848064e-02     0.0000000000e+00     0.0000000000e+00
   15.350000     1.3952898040e-02     0.0000000000e+00     0.0000000000e+00
   15.400000     1.3740911065e-02     0.0000000000e+00     0.0000000000e+00
   15.450000     1.4030277870e-02     0.0000000000e+00     0.0000000000e+00
   15.500000     1.6187197170e-02     0.0000000000e+00     0.0000000000e+00
   15.550000     1.7774781838e-02     0.0000000000e+00     0.0000000000e+00
   15.600000     1.5375363414e-02    -0.0000000000e+00    -0.0000000000e+00
   15.650000     1.2460181302e-02    -0.0000000000e+00    -0.0000000000e+00
   15.700000     1.1979174029e-02     0.0000000000e+00    -0.0000000000e+00
   15.750000     1.3650881860e-02     0.0000000000e+00    -0.0000000000e+00
   15.800000     1.4993164774e-02     0.0000000000e+00     0.0000000000e+00
