# Kick = [    1.000000000000e-05,     0.000000000000e+00,     0.000000000000e+00]
#            time            norm                    dmx                    dmy                    dmz
        157.51063244      -3.59434704e-15    -1.181501353021e-03     1.945889799436e-03     3.540358925971e-03
        158.75087364      -9.85322934e-16    -1.249547791978e-03     1.945779566729e-03     3.539024164254e-03
        159.99111484      -8.60422844e-16    -1.316387432257e-03     1.945678137804e-03     3.537898653572e-03
        161.23135604       1.12410081e-15    -1.380848889112e-03     1.945572463647e-03     3.536999315445e-03
        162.47159724       6.80011603e-16    -1.441994788856e-03     1.945444945456e-03     3.536422264346e-03
        163.71183844      -3.20576898e-15    -1.499053450123e-03     1.945280999384e-03     3.536201247577e-03
        164.95207964       1.73472348e-15    -1.551254632385e-03     1.945091110978e-03     3.536284795951e-03
        166.19232084      -3.70536934e-15    -1.597806890193e-03     1.944892771308e-03     3.536656300927e-03
        167.43256204      -3.60822483e-15    -1.638080282644e-03     1.944682633909e-03     3.537302093613e-03
        168.67280324       2.41473508e-15    -1.671668951668e-03     1.944443913060e-03     3.538194186271e-03
        169.91304444       7.21644966e-16    -1.698156326970e-03     1.944166157807e-03     3.539363326022e-03
        171.15328564      -2.55351296e-15    -1.717196376838e-03     1.943864783086e-03     3.540859884330e-03
        172.39352685      -2.74780199e-15    -1.728667386367e-03     1.943578664321e-03     3.542645340538e-03
        173.63376805      -9.02056208e-16    -1.732589507855e-03     1.943342747460e-03     3.544649643357e-03
        174.87400925       2.48412402e-15    -1.729002380589e-03     1.943144953793e-03     3.546816697590e-03
        176.11425045       1.77635684e-15    -1.718024228077e-03     1.942945119606e-03     3.549111225476e-03
        177.35449165       5.55111512e-17    -1.699912856486e-03     1.942716515631e-03     3.551539193723e-03
        178.59473285      -1.33226763e-15    -1.675023414073e-03     1.942474688813e-03     3.554131561757e-03
        179.83497405       4.57966998e-16    -1.643763490688e-03     1.942260855492e-03     3.556841498094e-03
        181.07521525      -2.30371278e-15    -1.606583419174e-03     1.942104933644e-03     3.559552348883e-03
        182.31545645      -1.95676808e-15    -1.564017460138e-03     1.942012760169e-03     3.562177206161e-03
        183.55569765      -3.06699111e-15    -1.516713111746e-03     1.941955862595e-03     3.564678603403e-03
        184.79593885      -5.82867088e-16    -1.465384151074e-03     1.941909176593e-03     3.567042030053e-03
        186.03618005      -2.65065747e-15    -1.410735971147e-03     1.941863965589e-03     3.569242183511e-03
        187.27642125      -2.10942375e-15    -1.353519820072e-03     1.941854807914e-03     3.571227847729e-03
        188.51666245      -8.74300632e-16    -1.294544834451e-03     1.941893264632e-03     3.572979174346e-03
        189.75690365      -9.57567359e-16    -1.234695475572e-03     1.941980899629e-03     3.574505907582e-03
        190.99714485       1.66533454e-16    -1.174812147490e-03     1.942115685011e-03     3.575801310570e-03
        192.23738605      -2.80331314e-15    -1.115690193720e-03     1.942283178209e-03     3.576832250651e-03
        193.47762725      -1.38777878e-16    -1.058100398078e-03     1.942454537169e-03     3.577575465592e-03
        194.71786845      -7.07767178e-16    -1.002798805153e-03     1.942623016873e-03     3.578051297023e-03
        195.95810965       5.96744876e-16    -9.505850141243e-04     1.942805445732e-03     3.578297513206e-03
        197.19835085       7.21644966e-16    -9.022412984532e-04     1.943008633483e-03     3.578311845261e-03
        198.43859205      -1.12410081e-15    -8.584151257964e-04     1.943204944512e-03     3.578046626315e-03
        199.67883325       1.98452366e-15    -8.196842550783e-04     1.943398299793e-03     3.577480933368e-03
        200.91907445      -1.77635684e-15    -7.866232754874e-04     1.943619878228e-03     3.576630868025e-03
        202.15931565       9.85322934e-16    -7.596855916683e-04     1.943875005171e-03     3.575524142861e-03
        203.39955685       2.26207941e-15    -7.391555561220e-04     1.944137708357e-03     3.574186187255e-03
